TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
9344,issf,whomot1,Whooping Motmot (Whooping),Momotus subrufescens [subrufescens Group],Coraciiformes,Momotidae (Motmots),,bucmot3
9348,issf,whomot2,Whooping Motmot (argenticinctus),Momotus subrufescens argenticinctus,Coraciiformes,Momotidae (Motmots),,bucmot3
9349,species,trimot1,Trinidad Motmot,Momotus bahamensis,Coraciiformes,Momotidae (Motmots),,
9350,species,bucmot4,Amazonian Motmot,Momotus momota,Coraciiformes,Momotidae (Motmots),,
9359,species,higmot1,Andean Motmot,Momotus aequatorialis,Coraciiformes,Momotidae (Motmots),,
9362,species,rufmot1,Rufous Motmot,Baryphthengus martii,Coraciiformes,Momotidae (Motmots),,
9365,hybrid,x00402,Amazonian x Rufous Motmot (hybrid),Momotus momota x Baryphthengus martii,Coraciiformes,Momotidae (Motmots),,
9366,species,rucmot2,Rufous-capped Motmot,Baryphthengus ruficapillus,Coraciiformes,Momotidae (Motmots),,
9367,hybrid,x00769,Amazonian x Rufous-capped Motmot (hybrid),Momotus momota x Baryphthengus ruficapillus,Coraciiformes,Momotidae (Motmots),,
9368,species,kebmot1,Keel-billed Motmot,Electron carinatum,Coraciiformes,Momotidae (Motmots),,
9369,species,brbmot1,Broad-billed Motmot,Electron platyrhynchum,Coraciiformes,Momotidae (Motmots),,
9370,issf,brbmot2,Broad-billed Motmot (Broad-billed),Electron platyrhynchum [platyrhynchum Group],Coraciiformes,Momotidae (Motmots),,brbmot1
9374,issf,brbmot3,Broad-billed Motmot (Plain-tailed),Electron platyrhynchum [pyrrholaemum Group],Coraciiformes,Momotidae (Motmots),,brbmot1
9378,slash,y00733,Keel-billed/Broad-billed Motmot,Electron carinatum/platyrhynchum,Coraciiformes,Momotidae (Motmots),,
9379,species,tubmot1,Turquoise-browed Motmot,Eumomota superciliosa,Coraciiformes,Momotidae (Motmots),,
9387,spuh,motmot1,motmot sp.,Momotidae sp.,Coraciiformes,Momotidae (Motmots),,
9388,species,blykin1,Blyth's Kingfisher,Alcedo hercules,Coraciiformes,Alcedinidae (Kingfishers),Kingfishers,
9389,species,comkin1,Common Kingfisher,Alcedo atthis,Coraciiformes,Alcedinidae (Kingfishers),,
9390,issf,comkin2,Common Kingfisher (Common),Alcedo atthis [atthis Group],Coraciiformes,Alcedinidae (Kingfishers),,comkin1
9396,issf,comkin3,Common Kingfisher (Cobalt-eared),Alcedo atthis hispidoides/salomonensis,Coraciiformes,Alcedinidae (Kingfishers),,comkin1
9399,species,hackin1,Half-collared Kingfisher,Alcedo semitorquata,Coraciiformes,Alcedinidae (Kingfishers),,
9403,species,shbkin1,Shining-blue Kingfisher,Alcedo quadribrachys,Coraciiformes,Alcedinidae (Kingfishers),,
9406,species,blekin1,Blue-eared Kingfisher,Alcedo meninting,Coraciiformes,Alcedinidae (Kingfishers),,
9418,slash,y00398,Common/Blue-eared Kingfisher,Alcedo atthis/meninting,Coraciiformes,Alcedinidae (Kingfishers),,
9419,species,blbkin2,Blue-banded Kingfisher,Alcedo euryzona,Coraciiformes,Alcedinidae (Kingfishers),,
9420,issf,bubkin1,Blue-banded Kingfisher (Malaysian),Alcedo euryzona peninsulae,Coraciiformes,Alcedinidae (Kingfishers),,blbkin2
9421,issf,bubkin2,Blue-banded Kingfisher (Javan),Alcedo euryzona euryzona,Coraciiformes,Alcedinidae (Kingfishers),,blbkin2
9422,species,smbkin1,Small Blue Kingfisher,Alcedo coerulescens,Coraciiformes,Alcedinidae (Kingfishers),,
9423,species,azukin1,Azure Kingfisher,Ceyx azureus,Coraciiformes,Alcedinidae (Kingfishers),,
9432,species,biskin1,Bismarck Kingfisher,Ceyx websteri,Coraciiformes,Alcedinidae (Kingfishers),,
9433,species,inbkin2,Indigo-banded Kingfisher,Ceyx cyanopectus,Coraciiformes,Alcedinidae (Kingfishers),,
9434,issf,inbkin1,Indigo-banded Kingfisher (Northern),Ceyx cyanopectus cyanopectus,Coraciiformes,Alcedinidae (Kingfishers),,inbkin2
9435,issf,inbkin3,Indigo-banded Kingfisher (Southern),Ceyx cyanopectus nigrirostris,Coraciiformes,Alcedinidae (Kingfishers),,inbkin2
9436,species,norsik1,Northern Silvery-Kingfisher,Ceyx flumenicola,Coraciiformes,Alcedinidae (Kingfishers),,
9437,species,silkin1,Southern Silvery-Kingfisher,Ceyx argentatus,Coraciiformes,Alcedinidae (Kingfishers),,
9438,species,litkin1,Little Kingfisher,Ceyx pusillus,Coraciiformes,Alcedinidae (Kingfishers),,
9448,species,bkbkin1,Black-backed Dwarf-Kingfisher,Ceyx erithaca,Coraciiformes,Alcedinidae (Kingfishers),,
9451,species,rubkin1,Rufous-backed Dwarf-Kingfisher,Ceyx rufidorsa,Coraciiformes,Alcedinidae (Kingfishers),,
9456,slash,y00867,Black-backed/Rufous-backed Dwarf-Kingfisher,Ceyx erithaca/rufidorsa,Coraciiformes,Alcedinidae (Kingfishers),,
9457,species,phikin1,Philippine Dwarf-Kingfisher,Ceyx melanurus,Coraciiformes,Alcedinidae (Kingfishers),,
9458,issf,phidwk1,Philippine Dwarf-Kingfisher (Luzon),Ceyx melanurus melanurus,Coraciiformes,Alcedinidae (Kingfishers),,phikin1
9459,issf,phidwk2,Philippine Dwarf-Kingfisher (Samar),Ceyx melanurus samarensis,Coraciiformes,Alcedinidae (Kingfishers),,phikin1
9460,issf,phidwk3,Philippine Dwarf-Kingfisher (Mindanao),Ceyx melanurus mindanensis,Coraciiformes,Alcedinidae (Kingfishers),,phikin1
9461,species,sulkin1,Sulawesi Dwarf-Kingfisher,Ceyx fallax,Coraciiformes,Alcedinidae (Kingfishers),,
9462,issf,suldwk1,Sulawesi Dwarf-Kingfisher (Sangihe),Ceyx fallax sangirensis,Coraciiformes,Alcedinidae (Kingfishers),,sulkin1
9463,issf,suldwk2,Sulawesi Dwarf-Kingfisher (Sulawesi),Ceyx fallax fallax,Coraciiformes,Alcedinidae (Kingfishers),,sulkin1
9464,species,vardwk1,Dimorphic Dwarf-Kingfisher,Ceyx margarethae,Coraciiformes,Alcedinidae (Kingfishers),,
9465,species,vardwk2,Sula Dwarf-Kingfisher,Ceyx wallacii,Coraciiformes,Alcedinidae (Kingfishers),,
9466,species,vardwk3,North Moluccan Dwarf-Kingfisher,Ceyx uropygialis,Coraciiformes,Alcedinidae (Kingfishers),,
9467,species,vardwk4,Seram Dwarf-Kingfisher,Ceyx lepidus,Coraciiformes,Alcedinidae (Kingfishers),,
9468,species,vardwk5,Buru Dwarf-Kingfisher,Ceyx cajeli,Coraciiformes,Alcedinidae (Kingfishers),,
9469,species,vardwk6,Papuan Dwarf-Kingfisher,Ceyx solitarius,Coraciiformes,Alcedinidae (Kingfishers),,
9470,species,vardwk7,Manus Dwarf-Kingfisher,Ceyx dispar,Coraciiformes,Alcedinidae (Kingfishers),,
9471,species,vardwk8,New Ireland Dwarf-Kingfisher,Ceyx mulcatus,Coraciiformes,Alcedinidae (Kingfishers),,
9472,species,vardwk9,New Britain Dwarf-Kingfisher,Ceyx sacerdotis,Coraciiformes,Alcedinidae (Kingfishers),,
9473,species,vardwk10,Bougainville Dwarf-Kingfisher,Ceyx pallidus,Coraciiformes,Alcedinidae (Kingfishers),,
9474,species,vardwk11,New Georgia Dwarf-Kingfisher,Ceyx collectoris,Coraciiformes,Alcedinidae (Kingfishers),,
9475,species,vardwk12,North Solomons Dwarf-Kingfisher,Ceyx meeki,Coraciiformes,Alcedinidae (Kingfishers),,
9476,species,vardwk13,Malaita Dwarf-Kingfisher,Ceyx malaitae,Coraciiformes,Alcedinidae (Kingfishers),,
9477,species,vardwk14,Guadalcanal Dwarf-Kingfisher,Ceyx nigromaxilla,Coraciiformes,Alcedinidae (Kingfishers),,
9478,species,vardwk15,Makira Dwarf-Kingfisher,Ceyx gentianus,Coraciiformes,Alcedinidae (Kingfishers),,
9479,species,malkin1,Malachite Kingfisher,Corythornis cristatus,Coraciiformes,Alcedinidae (Kingfishers),,
9480,issf,malkin3,Malachite Kingfisher (Mainland),Corythornis cristatus [cristatus Group],Coraciiformes,Alcedinidae (Kingfishers),,malkin1
9484,issf,malkin5,Malachite Kingfisher (Sao Tome),Corythornis cristatus thomensis,Coraciiformes,Alcedinidae (Kingfishers),,malkin1
9485,issf,malkin4,Malachite Kingfisher (Principe),Corythornis cristatus nais,Coraciiformes,Alcedinidae (Kingfishers),,malkin1
9486,species,malkin2,Malagasy Kingfisher,Corythornis vintsioides,Coraciiformes,Alcedinidae (Kingfishers),,
9489,species,whbkin1,White-bellied Kingfisher,Corythornis leucogaster,Coraciiformes,Alcedinidae (Kingfishers),,
9493,species,mapkin1,Madagascar Pygmy Kingfisher,Corythornis madagascariensis,Coraciiformes,Alcedinidae (Kingfishers),,
9496,species,afpkin1,African Pygmy Kingfisher,Ispidina picta,Coraciiformes,Alcedinidae (Kingfishers),,
9500,species,dwakin1,African Dwarf Kingfisher,Ispidina lecontei,Coraciiformes,Alcedinidae (Kingfishers),,
9501,species,bankin1,Banded Kingfisher,Lacedo pulchella,Coraciiformes,Alcedinidae (Kingfishers),,
9502,issf,bankin2,Banded Kingfisher (Banded),Lacedo pulchella [pulchella Group],Coraciiformes,Alcedinidae (Kingfishers),,bankin1
9506,issf,bankin3,Banded Kingfisher (Black-faced),Lacedo pulchella melanops,Coraciiformes,Alcedinidae (Kingfishers),,bankin1
9507,species,laukoo1,Laughing Kookaburra,Dacelo novaeguineae,Coraciiformes,Alcedinidae (Kingfishers),,
9510,species,blwkoo1,Blue-winged Kookaburra,Dacelo leachii,Coraciiformes,Alcedinidae (Kingfishers),,
9515,species,spakoo1,Spangled Kookaburra,Dacelo tyro,Coraciiformes,Alcedinidae (Kingfishers),,
9518,species,rubkoo1,Rufous-bellied Kookaburra,Dacelo gaudichaud,Coraciiformes,Alcedinidae (Kingfishers),,
9519,species,shbkoo1,Shovel-billed Kookaburra,Clytoceyx rex,Coraciiformes,Alcedinidae (Kingfishers),,
9520,species,lilkin1,Lilac-cheeked Kingfisher,Cittura cyanotis,Coraciiformes,Alcedinidae (Kingfishers),,
9521,issf,lickin1,Lilac-cheeked Kingfisher (Sangihe),Cittura cyanotis sanghirensis,Coraciiformes,Alcedinidae (Kingfishers),,lilkin1
9522,issf,lickin2,Lilac-cheeked Kingfisher (Sulawesi),Cittura cyanotis cyanotis,Coraciiformes,Alcedinidae (Kingfishers),,lilkin1
9523,species,bnwkin1,Brown-winged Kingfisher,Pelargopsis amauroptera,Coraciiformes,Alcedinidae (Kingfishers),,
9524,species,stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,Coraciiformes,Alcedinidae (Kingfishers),,
9540,species,blbkin1,Great-billed Kingfisher,Pelargopsis melanorhyncha,Coraciiformes,Alcedinidae (Kingfishers),,
9544,species,rudkin1,Ruddy Kingfisher,Halcyon coromanda,Coraciiformes,Alcedinidae (Kingfishers),,
9555,species,chbkin2,Chocolate-backed Kingfisher,Halcyon badia,Coraciiformes,Alcedinidae (Kingfishers),,
9558,species,whtkin2,White-throated Kingfisher,Halcyon smyrnensis,Coraciiformes,Alcedinidae (Kingfishers),,
9564,species,bnbkin1,Brown-breasted Kingfisher,Halcyon gularis,Coraciiformes,Alcedinidae (Kingfishers),,
9565,species,gyhkin1,Gray-headed Kingfisher,Halcyon leucocephala,Coraciiformes,Alcedinidae (Kingfishers),,
9571,species,blckin1,Black-capped Kingfisher,Halcyon pileata,Coraciiformes,Alcedinidae (Kingfishers),,
9572,species,javkin1,Javan Kingfisher,Halcyon cyanoventris,Coraciiformes,Alcedinidae (Kingfishers),,
9573,species,wookin1,Woodland Kingfisher,Halcyon senegalensis,Coraciiformes,Alcedinidae (Kingfishers),,
9577,species,mankin2,Mangrove Kingfisher,Halcyon senegaloides,Coraciiformes,Alcedinidae (Kingfishers),,
9580,species,blbkin4,Blue-breasted Kingfisher,Halcyon malimbica,Coraciiformes,Alcedinidae (Kingfishers),,
9585,species,brhkin1,Brown-hooded Kingfisher,Halcyon albiventris,Coraciiformes,Alcedinidae (Kingfishers),,
9590,species,strkin1,Striped Kingfisher,Halcyon chelicuti,Coraciiformes,Alcedinidae (Kingfishers),,
9593,species,blbkin3,Blue-black Kingfisher,Todiramphus nigrocyaneus,Coraciiformes,Alcedinidae (Kingfishers),,
9597,species,rulkin1,Rufous-lored Kingfisher,Todiramphus winchelli,Coraciiformes,Alcedinidae (Kingfishers),,
9603,species,bawkin1,Blue-and-white Kingfisher,Todiramphus diops,Coraciiformes,Alcedinidae (Kingfishers),,
9604,species,lazkin1,Lazuli Kingfisher,Todiramphus lazuli,Coraciiformes,Alcedinidae (Kingfishers),,
9605,species,rebkin2,Red-backed Kingfisher,Todiramphus pyrrhopygius,Coraciiformes,Alcedinidae (Kingfishers),,
9606,species,forkin1,Forest Kingfisher,Todiramphus macleayii,Coraciiformes,Alcedinidae (Kingfishers),,
9610,species,nebkin1,New Britain Kingfisher,Todiramphus albonotatus,Coraciiformes,Alcedinidae (Kingfishers),,
9611,species,ultkin1,Ultramarine Kingfisher,Todiramphus leucopygius,Coraciiformes,Alcedinidae (Kingfishers),,
9612,species,chbkin1,Vanuatu Kingfisher,Todiramphus farquhari,Coraciiformes,Alcedinidae (Kingfishers),,
9613,species,markin2,Marquesas Kingfisher,Todiramphus godeffroyi,Coraciiformes,Alcedinidae (Kingfishers),,
9614,species,mankin1,Mewing Kingfisher,Todiramphus ruficollaris,Coraciiformes,Alcedinidae (Kingfishers),,
9615,species,tahkin1,Society Kingfisher,Todiramphus veneratus,Coraciiformes,Alcedinidae (Kingfishers),,
9616,issf,sockin1,Society Kingfisher (Moorea),Todiramphus veneratus youngi,Coraciiformes,Alcedinidae (Kingfishers),,tahkin1
9617,issf,sockin2,Society Kingfisher (Tahiti),Todiramphus veneratus veneratus,Coraciiformes,Alcedinidae (Kingfishers),,tahkin1
9618,species,niakin1,Niau Kingfisher,Todiramphus gertrudae,Coraciiformes,Alcedinidae (Kingfishers),,
9619,species,mankin3,Mangareva Kingfisher,Todiramphus gambieri,Coraciiformes,Alcedinidae (Kingfishers),,
9620,species,chakin2,Chattering Kingfisher,Todiramphus tutus,Coraciiformes,Alcedinidae (Kingfishers),,
9624,species,packin1,Pacific Kingfisher,Todiramphus sacer,Coraciiformes,Alcedinidae (Kingfishers),,
9625,issf,colkin5,Pacific Kingfisher (Vanuatu),Todiramphus sacer [juliae Group],Coraciiformes,Alcedinidae (Kingfishers),,packin1
9631,issf,colkin7,Pacific Kingfisher (South Pacific),Todiramphus sacer [sacer Group],Coraciiformes,Alcedinidae (Kingfishers),,packin1
9635,issf,colkin8,Pacific Kingfisher (Solomon Is.),Todiramphus sacer [solomonis Group],Coraciiformes,Alcedinidae (Kingfishers),,packin1
9646,issf,sackin6,Pacific Kingfisher (Fiji),Todiramphus sacer [vitiensis Group],Coraciiformes,Alcedinidae (Kingfishers),,packin1
9650,issf,packin2,Pacific Kingfisher (Lau),Todiramphus sacer marinus,Coraciiformes,Alcedinidae (Kingfishers),,packin1
9651,species,mickin4,Palau Kingfisher,Todiramphus pelewensis,Coraciiformes,Alcedinidae (Kingfishers),,
9652,species,mickin1,Guam Kingfisher,Todiramphus cinnamominus,Coraciiformes,Alcedinidae (Kingfishers),,
9653,issf,mickin3,Guam Kingfisher (Miyako-Jima I.),Todiramphus cinnamominus miyakoensis,Coraciiformes,Alcedinidae (Kingfishers),,mickin1
9654,issf,mickin2,Guam Kingfisher (Guam),Todiramphus cinnamominus cinnamominus,Coraciiformes,Alcedinidae (Kingfishers),,mickin1
9655,species,mickin5,Pohnpei Kingfisher,Todiramphus reichenbachii,Coraciiformes,Alcedinidae (Kingfishers),,
9656,species,flbkin1,Flat-billed Kingfisher,Todiramphus recurvirostris,Coraciiformes,Alcedinidae (Kingfishers),,
9657,species,colkin17,Colonist Kingfisher,Todiramphus colonus,Coraciiformes,Alcedinidae (Kingfishers),,
9658,species,colkin9,Torresian Kingfisher,Todiramphus sordidus,Coraciiformes,Alcedinidae (Kingfishers),,
9662,species,sackin1,Sacred Kingfisher,Todiramphus sanctus,Coraciiformes,Alcedinidae (Kingfishers),,
9663,issf,sackin2,Sacred Kingfisher (Australasian),Todiramphus sanctus sanctus,Coraciiformes,Alcedinidae (Kingfishers),,sackin1
9664,issf,sackin4,Sacred Kingfisher (New Caledonian),Todiramphus sanctus canacorum,Coraciiformes,Alcedinidae (Kingfishers),,sackin1
9665,issf,sackin5,Sacred Kingfisher (Loyalty Is.),Todiramphus sanctus macmillani,Coraciiformes,Alcedinidae (Kingfishers),,sackin1
9666,issf,sackin3,Sacred Kingfisher (New Zealand),Todiramphus sanctus vagans,Coraciiformes,Alcedinidae (Kingfishers),,sackin1
9667,species,colkin1,Collared Kingfisher,Todiramphus chloris,Coraciiformes,Alcedinidae (Kingfishers),,
9668,issf,colkin10,Collared Kingfisher (Red Sea),Todiramphus chloris abyssinicus,Coraciiformes,Alcedinidae (Kingfishers),,colkin1
9669,issf,colkin12,Collared Kingfisher (Arabian),Todiramphus chloris kalbaensis,Coraciiformes,Alcedinidae (Kingfishers),,colkin1
9670,issf,colkin4,Collared Kingfisher (Oriental),Todiramphus chloris [humii Group],Coraciiformes,Alcedinidae (Kingfishers),,colkin1
9675,issf,colkin14,Collared Kingfisher (Nicobar Is.),Todiramphus chloris occipitalis,Coraciiformes,Alcedinidae (Kingfishers),,colkin1
9676,issf,colkin3,Collared Kingfisher (Collared),Todiramphus chloris [chloris Group],Coraciiformes,Alcedinidae (Kingfishers),,colkin1
9684,species,beakin2,Beach Kingfisher,Todiramphus saurophagus,Coraciiformes,Alcedinidae (Kingfishers),,
9685,issf,beakin3,Beach Kingfisher (Beach),Todiramphus saurophagus saurophagus,Coraciiformes,Alcedinidae (Kingfishers),,beakin2
9686,issf,beakin1,Beach Kingfisher (Admiralty Is.),Todiramphus saurophagus admiralitatis,Coraciiformes,Alcedinidae (Kingfishers),,beakin2
9687,species,colkin2,Mariana Kingfisher,Todiramphus albicilla,Coraciiformes,Alcedinidae (Kingfishers),,
9691,species,melkin1,Melanesian Kingfisher,Todiramphus tristrami,Coraciiformes,Alcedinidae (Kingfishers),,
9692,issf,colkin13,Melanesian Kingfisher (St. Matthias Is.),Todiramphus tristrami matthiae,Coraciiformes,Alcedinidae (Kingfishers),,melkin1
9693,issf,colkin15,Melanesian Kingfisher (Dampier Straits),Todiramphus tristrami stresemanni,Coraciiformes,Alcedinidae (Kingfishers),,melkin1
9694,issf,colkin6,Melanesian Kingfisher (New Ireland),Todiramphus tristrami [nusae Group],Coraciiformes,Alcedinidae (Kingfishers),,melkin1
9698,issf,colkin16,Melanesian Kingfisher (New Britain),Todiramphus tristrami tristrami,Coraciiformes,Alcedinidae (Kingfishers),,melkin1
9699,issf,colkin11,Melanesian Kingfisher (Bougainville-Guadalcanal),Todiramphus tristrami alberti,Coraciiformes,Alcedinidae (Kingfishers),,melkin1
9700,species,somkin1,Sombre Kingfisher,Todiramphus funebris,Coraciiformes,Alcedinidae (Kingfishers),,
9701,species,talkin1,Talaud Kingfisher,Todiramphus enigma,Coraciiformes,Alcedinidae (Kingfishers),,
9702,species,cibkin1,Cinnamon-banded Kingfisher,Todiramphus australasia,Coraciiformes,Alcedinidae (Kingfishers),,
9706,spuh,todira1,Todiramphus sp.,Todiramphus sp.,Coraciiformes,Alcedinidae (Kingfishers),,
9707,species,whrkin1,White-rumped Kingfisher,Caridonax fulgidus,Coraciiformes,Alcedinidae (Kingfishers),,
9708,species,hobkin1,Hook-billed Kingfisher,Melidora macrorrhina,Coraciiformes,Alcedinidae (Kingfishers),,
9712,species,moukin2,Moustached Kingfisher,Actenoides bougainvillei,Coraciiformes,Alcedinidae (Kingfishers),,
9713,issf,moukin3,Moustached Kingfisher (Bougainville),Actenoides bougainvillei bougainvillei,Coraciiformes,Alcedinidae (Kingfishers),,moukin2
9714,issf,moukin4,Moustached Kingfisher (Guadalcanal),Actenoides bougainvillei excelsus,Coraciiformes,Alcedinidae (Kingfishers),,moukin2
9715,species,ruckin1,Rufous-collared Kingfisher,Actenoides concretus,Coraciiformes,Alcedinidae (Kingfishers),,
9719,species,spokin1,Spotted Kingfisher,Actenoides lindsayi,Coraciiformes,Alcedinidae (Kingfishers),,
9722,species,blckin2,Blue-capped Kingfisher,Actenoides hombroni,Coraciiformes,Alcedinidae (Kingfishers),,
9723,species,grbkin1,Green-backed Kingfisher,Actenoides monachus,Coraciiformes,Alcedinidae (Kingfishers),,
9724,issf,gnbkin1,Green-backed Kingfisher (Blue-headed),Actenoides monachus monachus,Coraciiformes,Alcedinidae (Kingfishers),,grbkin1
9725,issf,gnbkin2,Green-backed Kingfisher (Black-headed),Actenoides monachus capucinus,Coraciiformes,Alcedinidae (Kingfishers),,grbkin1
9726,species,scakin1,Scaly-breasted Kingfisher,Actenoides princeps,Coraciiformes,Alcedinidae (Kingfishers),,
9727,issf,scbkin1,Scaly-breasted Kingfisher (Scaly-breasted),Actenoides princeps princeps/erythrorhamphus,Coraciiformes,Alcedinidae (Kingfishers),,scakin1
9730,issf,scbkin2,Scaly-breasted Kingfisher (Plain-backed),Actenoides princeps regalis,Coraciiformes,Alcedinidae (Kingfishers),,scakin1
9731,species,yebkin1,Yellow-billed Kingfisher,Syma torotoro,Coraciiformes,Alcedinidae (Kingfishers),,
9735,species,moukin1,Mountain Kingfisher,Syma megarhyncha,Coraciiformes,Alcedinidae (Kingfishers),,
9739,slash,y00868,Yellow-billed/Mountain Kingfisher,Syma torotoro/megarhyncha,Coraciiformes,Alcedinidae (Kingfishers),,
9740,species,lipkin1,Little Paradise-Kingfisher,Tanysiptera hydrocharis,Coraciiformes,Alcedinidae (Kingfishers),,
9741,species,copkin1,Common Paradise-Kingfisher,Tanysiptera galatea,Coraciiformes,Alcedinidae (Kingfishers),,
9742,issf,compak16,Common Paradise-Kingfisher (Common),Tanysiptera galatea [galatea Group],Coraciiformes,Alcedinidae (Kingfishers),,copkin1
9757,issf,compak15,Common Paradise-Kingfisher (Rossel),Tanysiptera galatea rosseliana,Coraciiformes,Alcedinidae (Kingfishers),,copkin1
9758,species,kopkin1,Kofiau Paradise-Kingfisher,Tanysiptera ellioti,Coraciiformes,Alcedinidae (Kingfishers),,
9759,species,bipkin1,Biak Paradise-Kingfisher,Tanysiptera riedelii,Coraciiformes,Alcedinidae (Kingfishers),,
9760,species,nupkin1,Numfor Paradise-Kingfisher,Tanysiptera carolinae,Coraciiformes,Alcedinidae (Kingfishers),,
9761,species,rbpkin1,Red-breasted Paradise-Kingfisher,Tanysiptera nympha,Coraciiformes,Alcedinidae (Kingfishers),,
9762,species,bhpkin1,Brown-headed Paradise-Kingfisher,Tanysiptera danae,Coraciiformes,Alcedinidae (Kingfishers),,
9763,species,bubpak1,Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia,Coraciiformes,Alcedinidae (Kingfishers),,
9766,species,bubpak2,Black-capped Paradise-Kingfisher,Tanysiptera nigriceps,Coraciiformes,Alcedinidae (Kingfishers),,
9769,species,giakin3,Giant Kingfisher,Megaceryle maxima,Coraciiformes,Alcedinidae (Kingfishers),,
9772,species,crekin1,Crested Kingfisher,Megaceryle lugubris,Coraciiformes,Alcedinidae (Kingfishers),,
9777,species,rinkin1,Ringed Kingfisher,Megaceryle torquata,Coraciiformes,Alcedinidae (Kingfishers),,
9778,issf,rinkin3,Ringed Kingfisher (Northern),Megaceryle torquata torquata/stictipennis,Coraciiformes,Alcedinidae (Kingfishers),,rinkin1
9781,issf,rinkin4,Ringed Kingfisher (Patagonian),Megaceryle torquata stellata,Coraciiformes,Alcedinidae (Kingfishers),,rinkin1
9782,species,belkin1,Belted Kingfisher,Megaceryle alcyon,Coraciiformes,Alcedinidae (Kingfishers),,
9783,species,piekin1,Pied Kingfisher,Ceryle rudis,Coraciiformes,Alcedinidae (Kingfishers),,
9788,species,amakin1,Amazon Kingfisher,Chloroceryle amazona,Coraciiformes,Alcedinidae (Kingfishers),,
9789,species,ampkin1,American Pygmy Kingfisher,Chloroceryle aenea,Coraciiformes,Alcedinidae (Kingfishers),,
9792,species,grnkin,Green Kingfisher,Chloroceryle americana,Coraciiformes,Alcedinidae (Kingfishers),,
9798,species,garkin1,Green-and-rufous Kingfisher,Chloroceryle inda,Coraciiformes,Alcedinidae (Kingfishers),,
9799,spuh,chloro3,Chloroceryle sp.,Chloroceryle sp.,Coraciiformes,Alcedinidae (Kingfishers),,
9800,spuh,kingfi1,kingfisher sp.,Alcedinidae sp.,Coraciiformes,Alcedinidae (Kingfishers),,
9801,species,rbbeat1,Red-bearded Bee-eater,Nyctyornis amictus,Coraciiformes,Meropidae (Bee-eaters),"Bee-eaters, Rollers, and Allies",
9802,species,bbbeat1,Blue-bearded Bee-eater,Nyctyornis athertoni,Coraciiformes,Meropidae (Bee-eaters),,
9805,species,pbbeat1,Purple-bearded Bee-eater,Meropogon forsteni,Coraciiformes,Meropidae (Bee-eaters),,
9806,species,blbeat1,Black Bee-eater,Merops gularis,Coraciiformes,Meropidae (Bee-eaters),,
9809,species,bumbee1,Blue-moustached Bee-eater,Merops mentalis,Coraciiformes,Meropidae (Bee-eaters),,
9810,species,bhbeat2,Blue-headed Bee-eater,Merops muelleri,Coraciiformes,Meropidae (Bee-eaters),,
9811,species,rtbeat1,Red-throated Bee-eater,Merops bulocki,Coraciiformes,Meropidae (Bee-eaters),,
9814,species,wfbeat1,White-fronted Bee-eater,Merops bullockoides,Coraciiformes,Meropidae (Bee-eaters),,
9817,species,libeat1,Little Bee-eater,Merops pusillus,Coraciiformes,Meropidae (Bee-eaters),,
9823,species,bbbeat2,Blue-breasted Bee-eater,Merops variegatus,Coraciiformes,Meropidae (Bee-eaters),,
9824,issf,bubbee1,Blue-breasted Bee-eater (Blue-breasted),Merops variegatus [variegatus Group],Coraciiformes,Meropidae (Bee-eaters),,bbbeat2
9828,issf,bubbee2,Blue-breasted Bee-eater (Ethiopian),Merops variegatus lafresnayii,Coraciiformes,Meropidae (Bee-eaters),,bbbeat2
9829,species,ccbeat1,Cinnamon-chested Bee-eater,Merops oreobates,Coraciiformes,Meropidae (Bee-eaters),,
9830,species,stbeat1,Swallow-tailed Bee-eater,Merops hirundineus,Coraciiformes,Meropidae (Bee-eaters),,
9835,species,bhbeat1,Black-headed Bee-eater,Merops breweri,Coraciiformes,Meropidae (Bee-eaters),,
9836,species,sobeat1,Somali Bee-eater,Merops revoilii,Coraciiformes,Meropidae (Bee-eaters),,
9837,species,wtbeat1,White-throated Bee-eater,Merops albicollis,Coraciiformes,Meropidae (Bee-eaters),,
9838,species,grbeat1,Green Bee-eater,Merops orientalis,Coraciiformes,Meropidae (Bee-eaters),,
9839,issf,grnbee1,Green Bee-eater (Yellow-throated),Merops orientalis [viridissimus Group],Coraciiformes,Meropidae (Bee-eaters),,grbeat1
9843,issf,grnbee2,Green Bee-eater (Arabian),Merops orientalis cyanophrys/najdanus,Coraciiformes,Meropidae (Bee-eaters),,grbeat1
9846,issf,grnbee3,Green Bee-eater (Russet-crowned),Merops orientalis [orientalis Group],Coraciiformes,Meropidae (Bee-eaters),,grbeat1
9850,species,bobeat1,Böhm's Bee-eater,Merops boehmi,Coraciiformes,Meropidae (Bee-eaters),,
9851,species,btbeat2,Blue-throated Bee-eater,Merops viridis,Coraciiformes,Meropidae (Bee-eaters),,
9852,species,rucbee1,Rufous-crowned Bee-eater,Merops americanus,Coraciiformes,Meropidae (Bee-eaters),,
9853,species,bcbeat1,Blue-cheeked Bee-eater,Merops persicus,Coraciiformes,Meropidae (Bee-eaters),,
9856,species,mabeat1,Madagascar Bee-eater,Merops superciliosus,Coraciiformes,Meropidae (Bee-eaters),,
